Location,p_severe
USA,0.06989423568960175
USA,0.06769854664592671
USA,0.06075510084216629
USA,0.08508337127376839
USA,0.05225697728530564
USA,0.05430821629895021
USA,0.07730908968308113
USA,0.044445427530076215
USA,0.062314481404789956
USA,0.05026906439233214
USA,0.0882435974047238
USA,0.10495677253828298
USA,0.04742706595282965
USA,0.0764350424695588
USA,0.08448653151233596
USA,0.04421957532171188
USA,0.05807334207578539
USA,0.0782213542876515
USA,0.07303031329246969
USA,0.06434892504275162
USA,0.04994248963481968
USA,0.06809247430681774
USA,0.11090229065639559
USA,0.04672448289164189
USA,0.04948360033284827
USA,0.08913363496095589
USA,0.06980063874722207
USA,0.05889875010383187
USA,0.06630465268557176
USA,0.10708141622015521
USA,0.06952447355806694
USA,0.06312179748454215
USA,0.046585000882723104
USA,0.06564977204180114
USA,0.06256441362742164
USA,0.04281395971960368
USA,0.07747369324379882
USA,0.07407427003706647
USA,0.07301811847527045
USA,0.06772793502926026
USA,0.05259570822972832
USA,0.09709869178269777
USA,0.07379608074601121
USA,0.06552467998896412
USA,0.0881688660599081
USA,0.0768504700439133
USA,0.11075125654253361
USA,0.0736897089796351
USA,0.042574629213159326
USA,0.0846463847596982
USA,0.07033434097850395
USA,0.08789614505992673
USA,0.07679245160009401
USA,0.05950194386101774
USA,0.060849220318352555
USA,0.059498302432398696
USA,0.05229565255702595
USA,0.05465524712612593
USA,0.07355870784689977
USA,0.07502844254754205
USA,0.05866797298596769
USA,0.07059831002342135
USA,0.074121273702133
USA,0.08440286871919822
USA,0.03384432483179258
USA,0.05965409228017562
USA,0.08490661305950165
USA,0.10159223176348556
USA,0.09121269871509731
USA,0.0826223178426899
USA,0.04242342530711968
USA,0.06690523720642248
USA,0.06022116210632601
USA,0.07969560241763433
USA,0.06904671400407493
USA,0.08061352326743433
USA,0.06693059684518592
USA,0.0803147474255507
USA,0.09172258035209362
USA,0.05999960882287526
USA,0.10629967107878771
USA,0.0656991463094897
USA,0.04496668612912272
USA,0.09461541149316974
USA,0.04578274366478656
USA,0.05630029520525043
USA,0.0665427971972389
USA,0.05833561895856359
USA,0.06435579803388466
USA,0.04801047238379897
USA,0.05681811094216169
USA,0.06673551161674007
USA,0.08340550857933268
USA,0.06479813068196182
USA,0.05236698203204953
USA,0.047685986546045285
USA,0.10696498126204565
USA,0.04944539798120634
USA,0.10797041841023965
USA,0.09584958554625075
USA,0.04977220782720026
USA,0.06823519733667392
USA,0.07051848891769437
USA,0.08415396298050488
USA,0.07935176363249188
USA,0.05651662474453214
USA,0.05624897642195953
USA,0.05867043676066259
USA,0.08699234317636641
USA,0.09299528022572962
USA,0.08266645105686898
USA,0.04721215384674454
USA,0.08370859794027967
USA,0.08129420368445342
USA,0.03717192953234596
USA,0.09405578914289786
USA,0.07077755739199466
USA,0.06884996272537365
USA,0.04323627506912973
USA,0.071301628968938
USA,0.056936193216314615
USA,0.07170178236010691
USA,0.08941593923553268
USA,0.10486019063119521
USA,0.07031584763232053
USA,0.07514466222420868
USA,0.05457863610032142
USA,0.06236994983496293
USA,0.07501903219764648
USA,0.0930135303688016
USA,0.046525419430891224
USA,0.05420003719084818
USA,0.08550991888050696
USA,0.0893554857829793
USA,0.06365226913254017
USA,0.06547607989546754
USA,0.06710508393124517
USA,0.05671777712504158
USA,0.08523197537929965
USA,0.0582400865894345
USA,0.05761529689876641
USA,0.07285502804512417
USA,0.0877251610521088
USA,0.043415386321310444
USA,0.08322750441635493
USA,0.05669424576480994
USA,0.06429252348880446
USA,0.08061026588005231
USA,0.10007317002436061
USA,0.08664509989720545
USA,0.09271773950838094
USA,0.048749006362283936
USA,0.07308058699980202
USA,0.03633558298442639
USA,0.06518864872800119
USA,0.08128293701392778
USA,0.05953395477039432
USA,0.04267036468902599
USA,0.07197178018216649
USA,0.033103066498884524
USA,0.07270311471444775
USA,0.060252948020468634
USA,0.06431156681606212
USA,0.07836009810597272
USA,0.05926247723818078
USA,0.058078948534152935
USA,0.07059419700176243
USA,0.066709854439404
USA,0.03963372678924949
USA,0.07346901158582883
USA,0.06648843611844116
USA,0.09004031744604148
USA,0.06360075310980398
USA,0.07479714343754847
USA,0.06869583760081366
USA,0.08513379249518271
USA,0.041318303723470104
USA,0.07177676963019418
USA,0.08377618734821664
USA,0.045016610377885506
USA,0.05304544791206956
USA,0.10135997948406655
USA,0.06292687555604357
USA,0.05867599129068789
USA,0.10247532248914935
USA,0.06816564247048701
USA,0.05642585344327843
USA,0.08676885666079984
USA,0.07842668303010276
USA,0.05655342016212979
USA,0.07308912534897609
USA,0.05328318664454053
USA,0.05872647380828874
USA,0.0755628924278449
USA,0.08577750147827432
USA,0.07701962655445227
USA,0.055999328011345814
USA,0.09727865892452296
USA,0.07388000693190094
USA,0.07182446988353451
USA,0.06203901324075543
USA,0.09780298981565477
USA,0.07502600459771519
USA,0.06255727767203806
USA,0.08696616372059132
USA,0.06659823105308976
USA,0.03759050740736363
USA,0.07670636751893511
USA,0.049958022278336366
USA,0.041789638073753826
USA,0.054694845428372926
USA,0.09630451980089542
USA,0.08793184842772753
USA,0.07485800753322287
USA,0.051462006923183784
USA,0.12807946940523265
USA,0.06012471720582256
USA,0.09497712383350469
USA,0.03322914727071914
USA,0.07587049521813244
USA,0.0588553792110772
USA,0.07468314970397984
USA,0.05934542051343425
USA,0.08149675609098589
USA,0.07104813861554592
USA,0.08189141554929695
USA,0.08086739766206344
USA,0.09119034500878982
USA,0.03904684087092175
USA,0.06015761188061271
USA,0.061065014924311496
USA,0.057616429479216115
USA,0.07479010645425374
USA,0.06316001223570024
USA,0.06138680048281188
USA,0.07425470038517905
USA,0.06403818883732611
USA,0.035938588643374764
USA,0.06216374909179017
USA,0.06556680158299301
USA,0.08627887078053233
USA,0.11930070210424576
USA,0.07142926461740035
USA,0.05091072346541048
USA,0.06630601026125542
USA,0.042141953768151275
USA,0.07196143645312912
USA,0.05192605441765283
USA,0.0772460123774462
USA,0.052473306824587354
USA,0.06497880788324789
USA,0.08955886410658671
USA,0.06125354918127156
USA,0.06932519137527945
USA,0.05334278446281704
USA,0.0706601371627354
USA,0.054121524047076625
USA,0.0669738580586435
USA,0.08381855225301194
USA,0.08074451174528588
USA,0.0851612269212454
USA,0.08460354339241742
USA,0.07745275855309407
USA,0.0514626493800722
USA,0.05571551060619762
USA,0.09470607570770459
USA,0.09359550198995756
USA,0.08921110633442492
USA,0.06874100637102912
USA,0.05130606617497577
USA,0.05864754785731937
USA,0.053406260849095104
USA,0.06137209491707946
USA,0.08062484582854446
USA,0.054772155379661895
USA,0.06712575360679834
USA,0.07709305768237208
USA,0.09911806430787708
USA,0.07121761760742243
USA,0.0899302995602553
USA,0.06941363841292532
USA,0.05404013201514369
USA,0.10273818435582535
USA,0.082903059109254093
USA,0.05283118306683962
USA,0.051084873747783956
USA,0.08992348873290387
USA,0.06656121089562576
USA,0.06888537997488782
USA,0.04082190371197197
USA,0.07971361703537808
USA,0.07947007222891729
USA,0.06545095676126252
USA,0.07360342233341581
USA,0.05437310684371082
USA,0.05233364130277797
USA,0.08153098021032301
USA,0.047552262324426595
USA,0.08073004447284066
USA,0.06707940163801036
USA,0.08567609943115954
USA,0.09174467066564912
USA,0.05824449819039498
USA,0.042476372489607145
USA,0.04939040247111174
USA,0.06389138603309462
USA,0.0672838583797401
USA,0.07134462721814505
USA,0.061813483052038376
USA,0.0577588919293441
USA,0.057174307844450635
USA,0.060966336221447696
USA,0.08500787429943282
USA,0.05734029115565793
USA,0.08558810894714743
USA,0.09057878324135613
USA,0.06274967809748351
USA,0.04867555075328951
USA,0.05405323571365521
USA,0.05193406237375792
USA,0.1049272828765919
USA,0.036585043614018216
USA,0.07843620411677925
USA,0.08880019084561758
USA,0.10490232001066226
USA,0.06901987332811903
USA,0.053396148933825126
USA,0.0657025395578967
USA,0.0677144691306964
USA,0.056349297839563474
USA,0.052475536145624904
USA,0.1001171902761832
USA,0.07080451076659411
USA,0.08524744131043559
USA,0.09776192941264156
USA,0.06996607529891577
USA,0.08052118103997467
USA,0.051037262373284965
USA,0.09309981727038849
USA,0.03852970902008882
USA,0.07607836024767532
USA,0.08766029340601668
USA,0.07435843797245513
USA,0.09853498441421218
USA,0.04842105343668799
USA,0.06905658544785803
USA,0.04364636030327189
USA,0.06224301184644532
USA,0.10276554013848606
USA,0.07963674073905434
USA,0.06972535485969586
USA,0.07438356695135583
USA,0.05601931948502888
USA,0.03085507753357719
USA,0.04946054189269501
USA,0.05140818906701333
USA,0.06927771453476694
USA,0.07035598667625162
USA,0.041547313399545586
USA,0.08200185800697299
USA,0.05775114693748955
USA,0.05280471633887323
USA,0.058431827354508636
USA,0.07121828776694608
USA,0.06679949417038011
USA,0.0755096248081163
USA,0.1145933093833254
USA,0.056765027643281625
USA,0.09574058966308015
USA,0.06458734532409029
USA,0.05623629628516576
USA,0.0552287841642132
USA,0.08892783462546477
USA,0.04423161923848001
USA,0.0536709228631662
USA,0.06597895223504947
USA,0.0794719671307914
USA,0.05307857900237968
USA,0.06168412066711473
USA,0.06118333592025305
USA,0.07010050894517122
USA,0.07275677132157199
USA,0.06502113962299336
USA,0.08344321615295669
USA,0.026916967452639055
USA,0.08485812968428115
USA,0.09950258265960145
USA,0.04070638090988874
USA,0.045204351022158445
USA,0.053453647483727745
USA,0.06147875867737986
USA,0.06540565302855912
USA,0.06445751134612678
USA,0.048830079612949294
USA,0.05470795922013195
USA,0.11735438972114545
USA,0.08381027667819967
USA,0.056372619243967276
USA,0.07328028008942349
USA,0.07271856896993006
USA,0.08297068309151318
USA,0.050644206713115446
USA,0.06353275544326835
USA,0.08027512764071215
USA,0.0706219693854156
USA,0.09569708723167654
USA,0.058492839966091795
USA,0.06350693597615711
USA,0.06521147535438705
USA,0.11655634813026386
USA,0.06122018158640304
USA,0.06580381921517357
USA,0.14957872604870243
USA,0.10173226981720751
USA,0.05326845685310111
USA,0.07599523106916717
USA,0.07585622198032675
USA,0.07557254267018867
USA,0.08700820660573935
USA,0.09878369989094044
USA,0.053759049463570914
USA,0.06703646244420006
USA,0.08618983893212251
USA,0.07419671070732056
USA,0.095367322483031855
USA,0.08080175742418548
USA,0.07270011019806875
USA,0.05323097534638197
USA,0.06881491853365729
USA,0.07050255164888618
USA,0.0727752069393972
USA,0.06904835513640895
USA,0.0669121380733246
USA,0.09214056378479009
USA,0.041902166708073174
USA,0.0836531295101067
USA,0.06768643512658612
USA,0.08780311567167469
USA,0.056115054960895555
USA,0.08192783843498204
USA,0.06852560630545952
USA,0.07045950378595091
USA,0.05820003188409098
USA,0.060871134788712075
USA,0.06955736955989561
USA,0.06674919854360943
USA,0.10455298824858932
USA,0.0820625361993927
USA,0.07658804785003208
USA,0.05075713442807792
USA,0.07535234152363073
USA,0.03122301005954168
USA,0.055364634202936344
USA,0.05536614848741242
USA,0.0744809516741865
USA,0.05194324665674863
USA,0.0679323904439515
USA,0.0706609144089779
USA,0.04975526218591036
USA,0.06723458139183248
USA,0.08304202587871287
USA,0.06985152123565777
USA,0.06365364862766217
USA,0.12253721759160621
USA,0.06319867378086587
USA,0.050508580373529725
USA,0.06389459380674842
USA,0.0551102384284053
USA,0.0420605065694964
USA,0.07942961829239342
USA,0.04538414382320686
USA,0.059702610229718234
USA,0.08140853379320638
USA,0.07290510319431806
USA,0.07640008246589279
USA,0.0972112204170171
USA,0.054339046279688594
USA,0.06390445285101536
USA,0.06827425532259272
USA,0.059327755354260076
USA,0.05810749368272578
USA,0.052654795913714386
USA,0.05420003719084818
USA,0.09457042397175229
USA,0.07203873400490192
USA,0.06924434693989842
USA,0.056550076272083395
USA,0.08888751010678048
USA,0.05571551060619762
USA,0.05578983688887503
USA,0.047273340799104495
USA,0.06876366573053926
USA,0.09794621346822457
USA,0.09663165592882617
USA,0.10202425890690951
USA,0.04099910275293815
USA,0.05035607081180332
USA,0.05810130224046043
USA,0.09929288738966416
USA,0.09521291016851431
USA,0.06687085051100064
USA,0.059429467339463665
USA,0.05656495721932153
USA,0.06328218567357251
USA,0.07368252020571756
USA,0.08289382388549663
USA,0.06230481021979858
USA,0.0677848567324917
USA,0.04467483628679482
USA,0.07581256168622605
USA,0.07062681590688107
USA,0.06124961050038945
USA,0.08292766209417486
USA,0.07956397809921364
USA,0.06032700322426553
USA,0.12678398678440195
USA,0.06442913346442967
USA,0.04242090405943417
USA,0.07706220124194157
USA,0.09983239676660674
USA,0.06179668856654719
USA,0.07786788047424592
USA,0.0689587765284855
USA,0.10817228590954432
USA,0.08611496473602681
USA,0.11486361033328571
USA,0.048483184902166174
USA,0.060612153072443754
USA,0.074792296916083
USA,0.07714480655960458
USA,0.10501957744634421
USA,0.09479412366470731
USA,0.039867513114283666
USA,0.07620333029699979
USA,0.044599152683801366
USA,0.059623932458960895
USA,0.07228782210258118
USA,0.054580178260566575
USA,0.05772623375911236
USA,0.07545261421769815
USA,0.06103199589782081
USA,0.06642405431102415
USA,0.059027626476946565
USA,0.10365521568609522
USA,0.07045100105182789
USA,0.07386291580637416
USA,0.06039368499967504
USA,0.06768183678533268
USA,0.06167053395527733
USA,0.05877978184703515
USA,0.04884890421817013
USA,0.038332710253389926
USA,0.042886879703060925
USA,0.06664643917617862
USA,0.10533617426349912
USA,0.054221631858790656
USA,0.08075454245949769
USA,0.07903242680093495
USA,0.045958349604740836
USA,0.05265475448452447
USA,0.08979611957036421
USA,0.13967789076103848
USA,0.03857478674738614
USA,0.07705917249985557
USA,0.1034267352855184
USA,0.07742458843259119
USA,0.07994804671583772
USA,0.05580458171972057
USA,0.06050882508755977
USA,0.05745856253787126
USA,0.06983711320849802
USA,0.09819440301645176
USA,0.05286732072442978
USA,0.07242696730781419
USA,0.04173924090491267
USA,0.08806498668621827
USA,0.06524049853918518
USA,0.05527133595303401
USA,0.08203338359675502
USA,0.05568669437874426
USA,0.09345313646782204
USA,0.08221345308860865
USA,0.08062046984263502
USA,0.08716776479547213
USA,0.07846121518716485
USA,0.05380603701756043
USA,0.07852066184964265
USA,0.0693555366712474
USA,0.07111791937550385
USA,0.07891325937377229
USA,0.08059258673895583
USA,0.06008882977934548
USA,0.08499492423612252
USA,0.063119259870412
USA,0.06657493752445504
USA,0.06865363411819841
USA,0.09977831826920931
USA,0.07224855267484925
USA,0.11575264471316993
USA,0.04238063701374047
USA,0.06048282995263323
USA,0.05213479144791721
USA,0.09510126593443265
USA,0.04579446556190742
USA,0.0353652548625623
USA,0.07827107865707907
USA,0.08886179772638808
USA,0.06981098311108357
USA,0.07718507360529828
USA,0.07010050894517122
USA,0.09672925425754675
USA,0.06117969449163401
USA,0.058715775067688096
USA,0.07485270049119519
USA,0.08148671459131218
USA,0.11750268621745319
USA,0.04396489253035714
USA,0.09372896753221188
USA,0.07922388271326217
USA,0.04770901041187643
USA,0.0910160813355584
USA,0.06462761236978398
USA,0.08431910173825831
USA,0.06286339916976551
USA,0.0824432227015862
USA,0.059299638052291166
USA,0.07116412968325087
USA,0.08699071798197557
USA,0.05046305659175099
USA,0.0949803221487351
USA,0.05449650148550654
USA,0.051268336743412204
USA,0.04506955756037297
USA,0.048030259710015524
USA,0.07018149959019238
USA,0.049812858914130974
USA,0.04854441111963925
USA,0.09402167769960768
USA,0.07521394337162512
USA,0.0654176747705213
USA,0.08905450038119721
USA,0.06344636725497857
USA,0.11180904449997323
USA,0.07047076547937595
USA,0.047144325717018945
USA,0.059867141533406804
USA,0.04028337903439441
USA,0.09529661783868988
USA,0.1183397892421015
USA,0.07177430849538922
USA,0.051660919483503355
USA,0.07762622595956133
USA,0.07099558105527819
USA,0.055292508730703294
USA,0.0899162570801455
USA,0.07673188973378328
USA,0.06699526592479424
USA,0.059614595693132946
USA,0.03705338379653805
USA,0.057038890306788076
USA,0.09610350840070343
USA,0.058902688784713976
USA,0.08973415631465755
USA,0.04928500979217598
USA,0.05823181805360122
USA,0.05746062723192303
USA,0.05884859852262449
USA,0.08516161654346514
USA,0.0454925594358673
USA,0.0717931637080037
USA,0.05895056470586963
USA,0.08251247187823613
USA,0.05355911400209875
USA,0.07668623073414901
USA,0.08174542868887331
USA,0.11008691380200436
USA,0.0716359818765502
USA,0.11009430335379419
USA,0.05879277482552064
USA,0.12022041523376895
USA,0.08221713335383937
USA,0.07582857759843623
USA,0.0633885529586258
USA,0.057197366284603895
USA,0.07454904276816264
USA,0.06714712822566547
USA,0.051316669218201605
USA,0.07158716613306731
USA,0.1408853877673027
USA,0.08583384190916879
USA,0.05109986675884152
USA,0.08639243085913573
USA,0.034301402310715254
USA,0.059783888320064524
USA,0.07320262168139174
USA,0.051822726432768834
USA,0.07948481705976282
USA,0.06035016320648927
USA,0.07913339522402643
USA,0.09233691529063383
USA,0.09405160038143989
USA,0.0559709870102395
USA,0.07110641556559572
USA,0.04261076687074949
USA,0.048924612302238206
USA,0.11473947519308307
USA,0.07581160667395549
USA,0.04574915602084271
USA,0.043926690178715214
USA,0.037678385827556324
USA,0.07550876917383942
USA,0.03420566683484859
USA,0.06979811749953657
USA,0.04913539766010973
USA,0.07213370796146039
USA,0.08289960384760268
USA,0.06900490844819815
USA,0.08131482259237367
USA,0.0648504537885722
USA,0.0789674578764853
USA,0.05219485821934363
USA,0.08374803210817311
USA,0.056164506289579974
USA,0.0638073392070652
USA,0.05572836508376818
USA,0.0821486719451809
USA,0.046901680605569554
USA,0.07590068828663077
USA,0.06934537778213914
USA,0.050549742318613415
USA,0.06695725037494404
USA,0.05732716099745428
USA,0.04427695754550552
USA,0.06743644045386324
USA,0.05720198099230197
USA,0.07221870319762819
USA,0.05718097220679436
USA,0.06518707332047242
USA,0.06323575727861278
USA,0.06471659460446558
USA,0.0722534983189408
USA,0.062132684022570335
USA,0.06178099922258343
USA,0.05335546459961081
USA,0.08530476082877042
USA,0.05537375736287438
USA,0.07718255235761277
USA,0.04751805060460565
USA,0.06589245198294026
USA,0.10746968780895046
USA,0.07359770381122883
USA,0.1363663502426301
USA,0.08460291126738922
USA,0.0452787511442711
USA,0.07999066066844014
USA,0.07520429666770836
USA,0.030343476137599773
USA,0.03168334228595643
USA,0.07437404428227322
USA,0.08890193424501726
USA,0.07090244405442206
USA,0.05646784357537138
USA,0.07570620026846504
USA,0.04302211151060266
USA,0.06850296558232834
USA,0.08671163182966768
USA,0.08116372244563475
USA,0.07203952049053455
USA,0.08564564207137215
USA,0.051402245804960014
USA,0.06907384039241266
USA,0.10203948957643015
USA,0.054288636711331266
USA,0.035614316411510985
USA,0.04501454568383374
USA,0.0842831499839228
USA,0.055632638690976885
USA,0.06711490307557488
USA,0.07166149126184006
USA,0.06929713154630116
USA,0.05564711385901885
USA,0.09003948534525719
USA,0.06791393167209019
USA,0.08456672266903231
USA,0.08057524342629509
USA,0.08161019688133157
USA,0.07397950916731734
USA,0.05122252551630833
USA,0.051238710965328546
USA,0.05579030980895341
USA,0.06742930449847966
USA,0.05434251336753085
USA,0.08443124765837914
USA,0.054287704597729206
USA,0.11315467167400968
USA,0.09217558053758418
USA,0.048846317245679366
USA,0.0738445066482411
USA,0.04971003709660895
USA,0.08237787232847779
USA,0.06231121029085325
USA,0.10704500420897048
USA,0.06444072735978792
USA,0.06753883896503511
USA,0.08821417560097282
USA,0.058012753660744085
USA,0.09204341087572682
USA,0.04699834555514835
USA,0.06835119305883551
USA,0.049992515598786785
USA,0.08559865319034413
USA,0.06312553993615111
USA,0.06066762150261674
USA,0.06131821826087988
USA,0.09260701234849522
USA,0.08507209335763126
USA,0.08661210857335
USA,0.051734126912285745
USA,0.07371752062840138
USA,0.0817421311378411
USA,0.06558359474144568
USA,0.05322279785346685
USA,0.04888499251739967
USA,0.058781373621008534
USA,0.07826327190734772
USA,0.08068528743815209
USA,0.03856717787192419
USA,0.07234109087621446
USA,0.13441954045837678
USA,0.10048980640312238
USA,0.10930510238734974
USA,0.06703805421817344
USA,0.04143335360547496
USA,0.07557389480708147
USA,0.08302139060434799
USA,0.07841036146468995
USA,0.0649246843738748
USA,0.05480618136936201
USA,0.06037739800858435
USA,0.08828181569430892
USA,0.09355446894363285
USA,0.07278456660389362
USA,0.0758847671288996
USA,0.07029450114459009
USA,0.053459191665137934
USA,0.07416929813919743
USA,0.05723556863624583
USA,0.057929883161600304
USA,0.050886727210692026
USA,0.07883463907600556
USA,0.07479618583269966
USA,0.047784243269597466
USA,0.08178590410798872
USA,0.06429161691376084
USA,0.043324874589612816
USA,0.06333007399424433
USA,0.04299049513327007
USA,0.07586869241666029
USA,0.05199324474494666
USA,0.08115710189700327
USA,0.08339904225758753
USA,0.08616945068406497
USA,0.0751561983912087
USA,0.07090255753431846
USA,0.08194107013525616
USA,0.08740271773360092
USA,0.10283340638096079
USA,0.07442104820270735
USA,0.06624611259813759
USA,0.07457181376299075
USA,0.07191156092790285
USA,0.05431305247180058
USA,0.06751951869160464
USA,0.07561509132648729
USA,0.049377087472978975
USA,0.05358970747827872
USA,0.08886122795503024
USA,0.08768581562086485
USA,0.05448770017208193
USA,0.04042208827839351
USA,0.08119483756542961
USA,0.03551026732633659
USA,0.06966710000035661
USA,0.07058865282035225
USA,0.055014975872617
USA,0.056109510779485366
USA,0.08601967366964533
USA,0.060656284959584326
USA,0.082414299387414
USA,0.06556564213694635
USA,0.07108204229764188
USA,0.06124197818458181
USA,0.08496399370088915
USA,0.059436755522316864
USA,0.07744241847411876
USA,0.1127992188975931
USA,0.03748439362813747
USA,0.06087827074409566
USA,0.06813993478088562
USA,0.05543243356670115
USA,0.061682757538437355
USA,0.042885102454334315
USA,0.058972902045732495
USA,0.10549943900348022
USA,0.07516788529134773
USA,0.0665883374345007
USA,0.050034782248551096
USA,0.06178884318652683
USA,0.06340375434310509
USA,0.0665752582170638
USA,0.04878141635230365
USA,0.046113852007192604
USA,0.039968764005599726
USA,0.06573567064820683
USA,0.04689295287621258
USA,0.07175971456497479
USA,0.0537556562151639
USA,0.0710167259571784
USA,0.06929570171358838
USA,0.03741584598052759
USA,0.08801519970621208
USA,0.033198801974751196
USA,0.04469282346561627
USA,0.0886231825118728
USA,0.09177088004128967
USA,0.07504376079980751
USA,0.06354347055031362
USA,0.07953992463367685
USA,0.028984279216660302
USA,0.064326172255801
USA,0.08332618354772017
USA,0.08243638454014289
USA,0.07265438520991627
USA,0.06116953560252575
USA,0.04749934390789992
USA,0.06322213130166227
USA,0.06191288739544637
USA,0.11741627433345013
USA,0.06790893425019362
USA,0.09917635621509921
USA,0.10790267238408938
USA,0.049453878857389805
USA,0.08360865270465036
USA,0.12905652868405498
USA,0.029613480508288877
USA,0.0797302417286916
USA,0.06409413018757745
USA,0.06746461396906057
USA,0.06697523622672698
USA,0.13480387448925263
USA,0.07772060411511196
USA,0.06041356253177147
USA,0.07707208445041673
USA,0.10567662167800176
USA,0.0606818934133839
USA,0.09936835997934595
USA,0.04998227341181989
USA,0.07089358188011706
USA,0.056868508111002844
USA,0.04683748444603961
USA,0.07036677909966035
USA,0.042630097643332296
USA,0.07109250922447512
USA,0.08342708713619813
USA,0.03986337132666396
USA,0.07385448587095746
USA,0.06844399183992891
USA,0.08014903377714697
USA,0.06363072514999682
USA,0.04996413533256734
USA,0.09385629202718195
USA,0.06238559991381357
USA,0.04015103430789772
USA,0.11440584542985768
USA,0.0846401332045523
USA,0.09884836871518116
USA,0.07408115913927654
USA,0.08652816883403942
USA,0.04726762227691752
USA,0.07280741508821906
USA,0.04479108018916845
USA,0.0708748356629306
USA,0.1279930604288126
USA,0.06443767307914347
USA,0.047406146046163396
USA,0.053914925550299246
USA,0.058614096329768106
USA,0.060649235243152154
USA,0.08666520343470796
USA,0.09305330105407122
USA,0.0910114228814244
USA,0.05154814266897198
USA,0.06094690168956417
USA,0.05412571090817077
USA,0.08548774949504802
USA,0.06481881877486066
USA,0.04514062645566835
USA,0.08106490540914811
USA,0.09320491073930705
